Video Title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Compound_Terms,Aspect_Terms,Aspect_Sentiments
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"sad punjabi aadmi pe they could've plugged in Kohra , rookie mistake lol.",sad punjabi aadmi pe couldve plugged kohra rookie mistake lol,Saad Punjabi man Po Coldway Pluggad Fog Stop Mistake Lol,-0.6597,Negative,"['Saad', 'Punjabi', 'Po', 'Coldway', 'Pluggad', 'Fog', 'Stop', 'Mistake']",['man'],{'man': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Abhi jake dekhta hun,abhi jake dekhta hun,I see jack now,0.0,Neutral,[],['jack'],{'jack': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tvf's one person's talent>>>>>>>>>> all these panelists combined,tvfs one person talent panelist combined,TVFS One Person Talent Panelist Combined,0.4215,Positive,"['TVFS', 'Person', 'Talent', 'Panelist']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bhai Netflix ek ghost investigation wale ko bhi le aao sagar tiwari ya deepak verma ko🤔🤔 usko bhi bhala ho jaye..,bhai netflix ek ghost investigation wale ko bhi le aao sagar tiwari ya deepak verma ko usko bhi bhala ho jaye,Brother Netflix also bring a ghost investigation to Sagar Tiwari or Deepak Verma.,-0.3182,Negative,"['Brother', 'Sagar', 'Deepak']","['ghost', 'investigation']","{'ghost': 'Neutral', 'investigation': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Indian Version of suits 😂😂,indian version suit,indian version suit,0.0,Neutral,[],"['version', 'suit']","{'version': 'Neutral', 'suit': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,9 min ke baad Tnmay ki shakal dekhiyo 😅,min ke baad tnmay ki shakal dekhiyo,See Tanmay's Shakal after me,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,This show is fantastic must watch❤,show fantastic must watch,show fantastic must watch,0.5574,Positive,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix bhai Hi kardena oo bhi ligali 😂,netflix bhai hi kardena oo bhi ligali,Netflix brother is the only one,0.0,Neutral,['Netflix'],['brother'],{'brother': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,phir bhi netflix ka subscription nahi lunga...,phir bhi netflix ka subscription nahi lunga,Still I will not subscribe to Netflix,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I want to ask how tamany is related to legal issues?? 😮,want ask tamany related legal issue,Want ask tamany related legal issue,0.2023,Positive,[],"['tamany', 'issue']","{'tamany': 'Neutral', 'issue': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,arey netflix mujhe v lelo video me,arey netflix mujhe v lelo video,Hey Netflix take me and video,0.0,Neutral,[],['video'],{'video': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Yo yo yo welcome to tanmays 2nd channel,yo yo yo welcome tanmays nd channel,yo yo welcome tanmays nd channel,0.4588,Positive,"['yo', 'yo', 'welcome', 'nd']",['tanmays'],{'tanmays': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Movie promote karne ka tarika thoda casual hai,movie promote karne ka tarika thoda casual hai,The way to promote the movie is a little casual,0.4779,Positive,[],"['way', 'movie', 'casual']","{'way': 'Neutral', 'movie': 'Neutral', 'casual': 'Negative'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,missing the real lawyer BASSI!,missing real lawyer basso,Missing Real Lawyer Basso,-0.296,Negative,"['Real', 'Lawyer']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Soch raha tha ki kya likhu
Taki Netflix walo ka reply aa jaye 😂",soch raha tha ki kya likhu taki netflix walo ka reply aa jaye,Was wondering what to write so that the reply of Netflix people comes,0.0,Neutral,['Netflix'],"['reply', 'people']","{'reply': 'Neutral', 'people': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"as a lawyer i find it offensive how wrong the opening scene was, no lawyer would  convert a robbery case into decoity ....also, a wrong section can never be a ground for granting of bail, sections are often changed and amended when charge is framed",lawyer find offensive wrong opening scene lawyer would convert robbery case decoity also wrong section never ground granting bail section often changed amended charge framed,Lawyer Find Offensive Wrong Opening Scene Lawyer Would Convert Robbery Case Decoity also Wrong Section Never GROUND GROND GROND GRANTING BAIL SECTION OFEETEN CHANGED AMENGED Ameded Charge Framed,-0.7325,Negative,"['Offensive', 'Wrong', 'Opening', 'Scene', 'Robbery', 'Case', 'Wrong', 'GROUND', 'GROND', 'Charge']","['SECTION', 'OFEETEN']","{'SECTION': 'Neutral', 'OFEETEN': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Guys This is the Tanmay's main chennal.🔥😎,guy tanmays main chennal,Singing Tanmay: I channel,0.0,Neutral,['Singing'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,baigan,baigan,Brinjal,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,One of the worst and most typical show I’ve ever seen,one worst typical show ive ever seen,One Worst Typical Show IVE Ever Seen,-0.6249,Negative,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay got a cut out of this whole show,tanmay got cut whole show,Tanmay Got Cut Whole Show,-0.2732,Negative,"['Tanmay', 'Got', 'Cut', 'Whole']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,AUR HARWARD KAREN SE PHALE SOCH LENA...😂😂😂,aur harward karen se phale soch lena,And think before harvesting,0.0,Neutral,[],['harvesting'],{'harvesting': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,these 2 rupee people ek show pe bik jate hai.,rupee people ek show pe bik jate hai,Rupee Peepal is sold on a show,0.0,Neutral,['Rupee'],['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Inn sabke upar se gaya hai khali Kullu ko samjh aaya hai...,inn sabke upar se gaya hai khali kullu ko samjh aaya hai,Khali Kullu has understood Khali Kullu from all these,0.0,Neutral,"['Khali', 'Khali']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Isse badhiya show nhi dekha maine,isse badhiya show nhi dekha maine,I did not see a better show than this,-0.3412,Negative,[],['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Harvard ki legal degree India me kaha valid hogi? Can any lawyer comfirm ?,harvard ki legal degree india kaha valid hogi lawyer comfirm,Harvard's legal degree India said Valid will be confirmed,0.128,Positive,[],['degree'],{'degree': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"I binge watched it when it was released on Netflix.

Every character is soo well written and well played...

Comedy kahin bhi over nhi lagti. VD tyagi deserves his own show ❤

Must watch show hai bhai",binge watched released netflix every character soo well written well played comedy kahin bhi nhi lagti vd tyagi deserves show must watch show hai bhai,Binge Watched Released Netflix Every Character Sooo Well Played Comedy Kahin Bhi Nhi Lagti VD Tyagi deserves shows shows shows show MUST WATCH SHOW HAI BHAI BHAI,0.7184,Positive,"['Released', 'Character', 'Played', 'Comedy', 'Kahin', 'Bhi', 'Lagti', 'VD', 'SHOW']","['shows', 'shows', 'shows', 'show']","{'shows': 'Neutral', 'show': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Very Filtered Review,filtered review,Filted review,0.0,Neutral,[],['review'],{'review': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Kis kis ke phone me Netflix install nhi hai 😂,ki ki ke phone netflix install nhi hai,Ki Ki Phone Netflix is not installed,0.0,Neutral,"['Ki', 'Ki', 'Phone']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Behtreeen show,behtreeen show,Great show,0.6249,Positive,[],['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,nice one,nice one,nice one,0.4215,Positive,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,this show is actually good,show actually good,show actually good,0.4404,Positive,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"I'm waiting session 2 😂😂😂
Amazing session",im waiting session amazing session,Im Waiting Session Amazing Session,0.5859,Positive,"['Session', 'Amazing']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I'm confused tanmay😂which one is your main channel 😅,im confused tanmaywhich one main channel,I'm confused tanmay which one main channel,-0.3182,Negative,[],"['tanmay', 'channel']","{'tanmay': 'Neutral', 'channel': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"The actor who played the judge's role in the first scene had also acted in TVF's Sapne vs. Everyone, where he played a negative role. His acting in that series was so good that now I'm thinking of filing a case against that judge.😂",actor played judge role first scene also acted tvfs sapne v everyone played negative role acting series good im thinking filing case judge,Actor Played Judge Role First Scene also Accep Sapne vs Everyone Played Negative Role Acting Series Good Im Thinking Filing Case Judge,0.4588,Positive,"['Played', 'Judge', 'Role', 'First', 'Accep', 'Played', 'Negative', 'Role', 'Acting', 'Series', 'Filing', 'Case']","['Actor', 'Judge']","{'Actor': 'Neutral', 'Judge': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Itna bhus reaction diya h sabne ki kyu hai ye no1 trending show,itna bhus reaction diya h sabne ki kyu hai ye trending show,Why did everyone have given this trending show,0.0,Neutral,[],"['trending', 'show']","{'trending': 'Neutral', 'show': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,my father is a litigation director and this series is so relatable😭,father litigation director series relatable,Father Litigation Director Series Relatable,-0.2023,Negative,"['Father', 'Litigation', 'Director', 'Series']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay Netflix YouTube ki Doana hai 🤣🤣🤣,tanmay netflix youtube ki doana hai,Tanmay Netflix is the couplet of YouTube,0.0,Neutral,['Tanmay'],['couplet'],{'couplet': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Agar Netflix ne ye comment ko pin nahi kiya toh kal se Subscription band😂,agar netflix ne ye comment ko pin nahi kiya toh kal se subscription band,"If Netflix did not pin this comment, then the subscription closed from tomorrow",0.0,Neutral,[],"['comment', 'subscription', 'tomorrow']","{'comment': 'Neutral', 'subscription': 'Neutral', 'tomorrow': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Nidhi razdan × Omar Abdullah,nidhi razdan omar abdullah,nidhi razdan omar abdullah,0.0,Neutral,"['nidhi', 'razdan', 'omar']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tyagi ek vakeel hi nahi MP bhi hai❤😂,tyagi ek vakeel hi nahi mp bhi hai,Tyagi is not only a lawyer but also,0.0,Neutral,[],['lawyer'],{'lawyer': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bassi should have been here 🥲🌚,basso,Basso,0.0,Neutral,[],['Basso'],{'Basso': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Igragious kullu 😂😂😂,igragious kullu,igragious kullu,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Isse mast zindagi ho skti he kya jaha apko khud movie dekhne ka aur khud k h entertainment krane ka dusre ki or se paisa mile....,isse mast zindagi ho skti kya jaha apko khud movie dekhne ka aur khud k h entertainment krane ka dusre ki se paisa mile,Can this make a happy life where you get money from watching a movie yourself and you can entertain yourself.,0.7184,Positive,[],"['life', 'money', 'movie']","{'life': 'Neutral', 'money': 'Neutral', 'movie': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix using the same Open mouth Vishal for thumbnail,netflix using open mouth vishal thumbnail,Netflix Using Open Mouth Vishal Thumbnail,0.0,Neutral,"['Open', 'Mouth', 'Vishal']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,ab toh dekhna hi padega 😀💯👍🙄,ab toh dekhna hi padega,Now you have to see,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay new channel pe  23 million ho bhi gaye 😂😂😂,tanmay new channel pe million ho bhi gaye,Tanmay also became a million on new channel,0.0,Neutral,[],['channel'],{'channel': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,❤love  ❤ from  kashmir ❤,love kashmir,love kashmir,0.6369,Positive,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Should've got bassi lawyer,shouldve got basso lawyer,Should've Got Bassi Lawyer,0.0,Neutral,['Bassi'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"lol, Netflix paying Tanmya to hype it's substandard mediocre shows. and viewers falling for it miserably.",lol netflix paying tanmya hype substandard mediocre show viewer falling miserably,LOL NETFLIX Paying Tanmya Hype Substandard Mediocre show Viewer Falling Misrably,0.4466,Positive,"['LOL', 'NETFLIX', 'Paying', 'Tanmya', 'Hype', 'Substandard', 'Mediocre']",['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,og gang's reaction (and ofcourse the show itself) successfully convinced me to finally watch the show. @netflixindia plz never stop inviting them for reactions,og gang reaction ofcourse show successfully convinced finally watch show netflixindia plz never stop inviting reaction,Og gang reaction ofcoures show successfully convined finally watch show netflixindia plz never stop inviting reaction,0.5308,Positive,['Og'],"['gang', 'reaction', 'ofcoures', 'show', 'netflixindia', 'reaction']","{'gang': 'Neutral', 'reaction': 'Neutral', 'ofcoures': 'Neutral', 'show': 'Neutral', 'netflixindia': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,*no one can replace tanmay💯🔥*,one replace tanmay,One replace tanmay,0.0,Neutral,[],"['replace', 'tanmay']","{'replace': 'Neutral', 'tanmay': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,When mismatched season 3 will come..... I am so excited for it can't wait,mismatched season come excited cant wait,Mismatched Season Come Excted Cant Wait,0.0,Neutral,"['Season', 'Come']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"under 20 commentss babyy
Netflix will like this if netflix loves tanmay",comment baby netflix like netflix love tanmay,Comment Baby Netflix Like Netflix Love Tanmay,0.7717,Positive,"['Baby', 'Netflix', 'Love']",['Comment'],{'Comment': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,12th here,th,Fold,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Second 🥈,second,second,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,👈👈👈👈👈👈 kahani video,kahani video,Story video,0.0,Neutral,[],"['Story', 'video']","{'Story': 'Neutral', 'video': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Nice show 😮😮😮😮,nice show,nice show,0.4215,Positive,[],['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay's second channel,tanmays second channel,Tanmays Second Channel,0.0,Neutral,"['Tanmays', 'Second']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,First here,first,first,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay bhai,tanmay bhai,tanmay bhai,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Doggy,doggy,doggy,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,First,first,first,0.0,Neutral,[],[],{}
