Video Title,Comment,Processed_Comment,English_Translation,Tokenized_POS,NOUNS,Aspect_with_Sentiment,Compound_Terms
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bad ye log ko gandy hasi jhelna mushkil hai,bad ye log ko gandy hasi jhelna mushkil hai,After these people are difficult to face dirty laughter,"[('After', 'SCONJ'), ('these', 'DET'), ('people', 'NOUN'), ('are', 'AUX'), ('difficult', 'ADJ'), ('to', 'PART'), ('face', 'VERB'), ('dirty', 'ADJ'), ('laughter', 'NOUN')]",['laughter'],"{'people': 'Neutral', 'laughter': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,This show is awesome! Start to finish it leaves you with a happy vibe.,show awesome start finish leaf happy vibe,Show Awesome Start Finish Leaf Happy Vibe,"[('Show', 'VERB'), ('Awesome', 'PROPN'), ('Start', 'PROPN'), ('Finish', 'PROPN'), ('Leaf', 'PROPN'), ('Happy', 'PROPN'), ('Vibe', 'PROPN')]",[],{},"['Awesome', 'Start', 'Finish', 'Leaf', 'Happy']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Sacred game me Saif Ali Khaan ek serious sikh tha,sacred game saif ali khaan ek serious sikh tha,Sacred game saif ali khan ek serial sikha tha,"[('Sacred', 'ADJ'), ('game', 'NOUN'), ('saif', 'NOUN'), ('ali', 'PROPN'), ('khan', 'PROPN'), ('ek', 'PROPN'), ('serial', 'PROPN'), ('sikha', 'PROPN'), ('tha', 'PROPN')]",['game'],"{'game': 'Negative', 'saif': 'Neutral'}","['ek', 'serial', 'sikha']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"TVF = Simple, clean and touching",tvf simple clean touching,TVF Simple Clean Touching,"[('TVF', 'PROPN'), ('Simple', 'PROPN'), ('Clean', 'PROPN'), ('Touching', 'PROPN')]",[],{},"['TVF', 'Simple', 'Clean']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Iske bare mein to mere ko maloom hi nahin tha,iske bare mein mere ko maloom hi nahin tha,I did not know about it,"[('I', 'PRON'), ('did', 'AUX'), ('not', 'PART'), ('know', 'VERB'), ('about', 'ADP'), ('it', 'PRON')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Netflix stop bringing this format.. it's annoying. Nobidy wants to see tanmay. 
I mean, have some class Netflix.",netflix stop bringing format annoying nobidy want see tanmay mean class netflix,Netflix Stop Bringing Format Annoying Nobody Wants See Tanmay Meaning Class Netflix,"[('Netflix', 'PROPN'), ('Stop', 'PROPN'), ('Bringing', 'PROPN'), ('Format', 'PROPN'), ('Annoying', 'PROPN'), ('Nobody', 'PROPN'), ('Wants', 'VERB'), ('See', 'PROPN'), ('Tanmay', 'PROPN'), ('Meaning', 'PROPN'), ('Class', 'PROPN'), ('Netflix', 'PROPN')]",[],{},"['Bringing', 'Format', 'Annoying', 'Tanmay', 'Meaning', 'Class']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,How did you manage to get Vishal bhai to give that reaction for thumbnail?,manage get vishal bhai give reaction thumbnail,Manage Get Vishal Bhai Give Reaction Thumbnail,"[('Manage', 'VERB'), ('Get', 'VERB'), ('Vishal', 'PROPN'), ('Bhai', 'PROPN'), ('Give', 'PROPN'), ('Reaction', 'PROPN'), ('Thumbnail', 'PROPN')]",[],{},"['Vishal', 'Bhai', 'Give', 'Reaction']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Video sahi nahi lagti ab,video sahi nahi lagti ab,The video doesn't seem right now,"[('The', 'DET'), ('video', 'NOUN'), ('does', 'AUX'), (""n't"", 'PART'), ('seem', 'VERB'), ('right', 'ADV'), ('now', 'ADV')]",['video'],{'video': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Is it technical guruji,technical guruji,Technical guru,"[('Technical', 'ADJ'), ('guru', 'NOUN')]",['guru'],{'guru': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Missing Prisoner OP😢,missing prisoner op,Missing Prisoneer Op,"[('Missing', 'PROPN'), ('Prisoneer', 'PROPN'), ('Op', 'PROPN')]",[],{},['Prisoneer']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,12:45  anyone see black water?,anyone see black water,anyone see black water,"[('anyone', 'PRON'), ('see', 'VERB'), ('black', 'ADJ'), ('water', 'NOUN')]","['anyone', 'water']",{'water': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Piyush ❤️❤️,piyush,piyush,"[('piyush', 'NOUN')]",['piyush'],{'piyush': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"promotion to bahana hai, netflix show dekh k bhi paise kamana hai",promotion bahana hai netflix show dekh k bhi paisa kamana hai,Promotion excuse is to earn money to watch Netflix show,"[('Promotion', 'NOUN'), ('excuse', 'NOUN'), ('is', 'AUX'), ('to', 'PART'), ('earn', 'VERB'), ('money', 'NOUN'), ('to', 'PART'), ('watch', 'VERB'), ('Netflix', 'PROPN'), ('show', 'VERB')]","['promotion', 'excuse', 'money']","{'Promotion': 'Neutral', 'excuse': 'Negative', 'money': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I had loved this series. Only Indian stuff I watched on Netflix.,loved series indian stuff watched netflix,Loved Series Indian Stuff Watched Netflix,"[('Loved', 'PROPN'), ('Series', 'PROPN'), ('Indian', 'PROPN'), ('Stuff', 'PROPN'), ('Watched', 'VERB'), ('Netflix', 'PROPN')]",[],{},"['Loved', 'Series', 'Indian']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,4:57  Nidhi Bisht is an actual lawyer irl❤,nidhi bisht actual lawyer irl,Nidhi Bisht Act Lawyer Rural,"[('Nidhi', 'PROPN'), ('Bisht', 'PROPN'), ('Act', 'PROPN'), ('Lawyer', 'PROPN'), ('Rural', 'PROPN')]",[],{},"['Nidhi', 'Bisht', 'Act', 'Lawyer']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Kullu pose on Aka writer op 🤣🤣,kullu pose aka writer op,Kullu Pose Aka Writer Op,"[('Kullu', 'PROPN'), ('Pose', 'PROPN'), ('Aka', 'PROPN'), ('Writer', 'PROPN'), ('Op', 'PROPN')]",[],{},"['Kullu', 'Pose', 'Aka', 'Writer']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix bhatt ❤️,netflix bhatt,Netflix Bhatt,"[('Netflix', 'PROPN'), ('Bhatt', 'PROPN')]",[],{},['Netflix']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Court m light toh bdhia aati har par मन भेद jaati h 🙂,court light toh bdhia aati har par jaati h,Court light toh goes to everyone,"[('Court', 'NOUN'), ('light', 'NOUN'), ('toh', 'NOUN'), ('goes', 'VERB'), ('to', 'ADP'), ('everyone', 'PRON')]","['court', 'light', 'everyone']","{'Court': 'Neutral', 'light': 'Positive', 'toh': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Pehle ye batao iss reaction panel mey Bassi kyu nehi hain?,pehle ye batao i reaction panel mey basso kyu nehi hain,"First tell this, why are there no buses in the reaction panel","[('First', 'ADV'), ('tell', 'VERB'), ('this', 'PRON'), (',', 'PUNCT'), ('why', 'SCONJ'), ('are', 'AUX'), ('there', 'PRON'), ('no', 'DET'), ('buses', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('reaction', 'NOUN'), ('panel', 'NOUN')]","['reaction', 'panel']","{'buses': 'Neutral', 'reaction': 'Neutral', 'panel': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Bassi lawyer hai, usse bula tha, aur maza aata",basso lawyer hai usse bula tha aur maza aata,Buso Lawyer said to him and enjoyed it,"[('Buso', 'PROPN'), ('Lawyer', 'PROPN'), ('said', 'VERB'), ('to', 'ADP'), ('him', 'PRON'), ('and', 'CCONJ'), ('enjoyed', 'VERB'), ('it', 'PRON')]",[],{},['Buso']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay Bhatt is a brand Ambassador of Netflix😂😂😂,tanmay bhatt brand ambassador netflix,Tanmay Bhatt Brand Ambassador Netflix,"[('Tanmay', 'PROPN'), ('Bhatt', 'PROPN'), ('Brand', 'PROPN'), ('Ambassador', 'PROPN'), ('Netflix', 'PROPN')]",[],{},"['Tanmay', 'Bhatt', 'Brand', 'Ambassador']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Yo Yo Honey Singh paaji ka documentry daalo yaar please ❤,yo yo honey singh paaji ka documentry daalo yaar please,Yo Yo Honey Singh Paaji's Dokuntry Dalo Yaar Please,"[('Yo', 'PROPN'), ('Yo', 'PROPN'), ('Honey', 'PROPN'), ('Singh', 'PROPN'), ('Paaji', 'PROPN'), (""'s"", 'PART'), ('Dokuntry', 'PROPN'), ('Dalo', 'PROPN'), ('Yaar', 'PROPN'), ('Please', 'INTJ')]",[],{},"['Yo', 'Yo', 'Singh', 'Dokuntry', 'Dalo', 'Yaar']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Paiso ke liye kitna jhooth bolna padta hai..😂😂 .. quite an avg series except for few scenes and dialogues.. story toh chod he do..,paiso ke liye kitna jhooth bolna padta hai quite avg series except scene dialogue story toh chod,"How much money does it have to lie for money, how to leave the series across scan dialogue story toh","[('How', 'SCONJ'), ('much', 'ADJ'), ('money', 'NOUN'), ('does', 'AUX'), ('it', 'PRON'), ('have', 'VERB'), ('to', 'PART'), ('lie', 'VERB'), ('for', 'ADP'), ('money', 'NOUN'), (',', 'PUNCT'), ('how', 'SCONJ'), ('to', 'PART'), ('leave', 'VERB'), ('the', 'DET'), ('series', 'NOUN'), ('across', 'ADP'), ('scan', 'ADJ'), ('dialogue', 'NOUN'), ('story', 'NOUN'), ('toh', 'NOUN')]","['money', 'money', 'series', 'dialogue', 'story']","{'money': 'Neutral', 'series': 'Neutral', 'dialogue': 'Neutral', 'story': 'Neutral', 'toh': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Loved this show ❤,loved show,Loved show,"[('Loved', 'ADJ'), ('show', 'NOUN')]",['show'],{'show': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,shandaar reaction 😂,shandaar reaction,shandaar reaction,"[('shandaar', 'NOUN'), ('reaction', 'NOUN')]","['shandaar', 'reaction']","{'shandaar': 'Neutral', 'reaction': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"A random request, but i kinda want to see the og gang react to horror clips or movies. Idk why😭",random request kinda want see og gang react horror clip movie idk,Random request Kinda Want See OG Gang React Horror Clip Movie Idk,"[('Random', 'ADJ'), ('request', 'NOUN'), ('Kinda', 'PROPN'), ('Want', 'VERB'), ('See', 'VERB'), ('OG', 'PROPN'), ('Gang', 'PROPN'), ('React', 'PROPN'), ('Horror', 'PROPN'), ('Clip', 'PROPN'), ('Movie', 'PROPN'), ('Idk', 'PROPN')]",['request'],{'request': 'Neutral'},"['OG', 'Gang', 'React', 'Horror', 'Clip', 'Movie']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Copy of rake.,copy rake,copy rake,"[('copy', 'NOUN'), ('rake', 'NOUN')]","['copy', 'rake']","{'copy': 'Neutral', 'rake': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Isko dekh ke lag raha hai ki ek law-day bhi hona chahiye.😂,isko dekh ke lag raha hai ki ek lawday bhi hona chahiye,"Looking at it, it seems that there should be a loud","[('Looking', 'VERB'), ('at', 'ADP'), ('it', 'PRON'), (',', 'PUNCT'), ('it', 'PRON'), ('seems', 'VERB'), ('that', 'SCONJ'), ('there', 'PRON'), ('should', 'AUX'), ('be', 'AUX'), ('a', 'DET'), ('loud', 'ADJ')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay's more consistent here rather than his own channel 🥲,tanmays consistent rather channel,Tanmays Consistent Rather Channel,"[('Tanmays', 'NOUN'), ('Consistent', 'PROPN'), ('Rather', 'PROPN'), ('Channel', 'PROPN')]",[],{'Tanmays': 'Neutral'},"['Consistent', 'Rather']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Hasna tha kya bro?🤔,hasna tha kya bro,Was BRO,"[('Was', 'AUX'), ('BRO', 'PROPN')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,kin chutiyo ko series dkhne ko bol diya...must watch series h,kin chutiyo ko series dkhne ko bol diyamust watch series h,Kin Chutiyo to see the series Diyamasta Watch Series:,"[('Kin', 'PROPN'), ('Chutiyo', 'PROPN'), ('to', 'PART'), ('see', 'VERB'), ('the', 'DET'), ('series', 'NOUN'), ('Diyamasta', 'PROPN'), ('Watch', 'PROPN'), ('Series', 'PROPN'), (':', 'PUNCT')]",['series'],{'series': 'Neutral'},"['Kin', 'Diyamasta', 'Watch']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,How to get Netflix admin's job?😂,get netflix admins job,Get Netflix Admins Job,"[('Get', 'VERB'), ('Netflix', 'PROPN'), ('Admins', 'PROPN'), ('Job', 'PROPN')]",[],{},"['Netflix', 'Admins']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Still less views than his channel.,still le view channel,Still Le View Channel,"[('Still', 'ADV'), ('Le', 'PROPN'), ('View', 'PROPN'), ('Channel', 'PROPN')]",[],{},"['Le', 'View']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Why vishal is opening his mouth here but not in tanmay channel.. paisa bolta hai and bulwata hai,vishal opening mouth tanmay channel paisa bolta hai bulwata hai,The huge opening mouth tanmay channels calls money,"[('The', 'DET'), ('huge', 'ADJ'), ('opening', 'NOUN'), ('mouth', 'NOUN'), ('tanmay', 'VERB'), ('channels', 'NOUN'), ('calls', 'VERB'), ('money', 'NOUN')]","['opening', 'mouth', 'money']","{'opening': 'Neutral', 'mouth': 'Neutral', 'channels': 'Neutral', 'money': 'Neutral'}",['tanmay']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Happy to see this. I play the character of “Law” in the show :),happy see play character law show,Happy See Play Character Law Show,"[('Happy', 'ADJ'), ('See', 'NOUN'), ('Play', 'VERB'), ('Character', 'PROPN'), ('Law', 'PROPN'), ('Show', 'PROPN')]",['see'],{'See': 'Neutral'},"['Character', 'Law']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Did Kullu say CHEMO laga ke, instead of chroma laga ke 😶 12:57",kullu say chemo laga ke instead chroma laga ke,Kullu from Chemo Laga of Instad Croma Laga,"[('Kullu', 'PROPN'), ('from', 'ADP'), ('Chemo', 'PROPN'), ('Laga', 'PROPN'), ('of', 'ADP'), ('Instad', 'PROPN'), ('Croma', 'PROPN'), ('Laga', 'PROPN')]",[],{},"['Chemo', 'Instad', 'Croma']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"These guys reaction is soo scripted, anyone noticed?",guy reaction soo scripted anyone noticed,Guy reaction sooo scripted anyone noticed,"[('Guy', 'ADJ'), ('reaction', 'NOUN'), ('sooo', 'NOUN'), ('scripted', 'VERB'), ('anyone', 'PRON'), ('noticed', 'VERB')]","['reaction', 'sooo', 'anyone']","{'reaction': 'Neutral', 'sooo': 'Neutral'}",['Guy']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Inhone Nishanth bhai ko nikal dala,inhone nishanth bhai ko nikal dala,He removed Nishant Bhai,"[('He', 'PRON'), ('removed', 'VERB'), ('Nishant', 'PROPN'), ('Bhai', 'PROPN')]",[],{},['Nishant']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix trying to give me savage reply but mamla legal ho jayega,netflix trying give savage reply mamla legal ho jayega,Netflix Triing Give Savez Reply case will be legal,"[('Netflix', 'PROPN'), ('Triing', 'PROPN'), ('Give', 'PROPN'), ('Savez', 'PROPN'), ('Reply', 'PROPN'), ('case', 'NOUN'), ('will', 'AUX'), ('be', 'AUX'), ('legal', 'ADJ')]",['case'],{'case': 'Neutral'},"['Netflix', 'Triing', 'Give', 'Savez', 'Reply']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Piyush is so unfunny that everytime he cracks a joke it become an awkward moment for everyone,piyush unfunny everytime crack joke become awkward moment everyone,Piyush unfunny everytime crack joke become awkward moment everyone,"[('Piyush', 'ADJ'), ('unfunny', 'ADJ'), ('everytime', 'NOUN'), ('crack', 'NOUN'), ('joke', 'NOUN'), ('become', 'VERB'), ('awkward', 'ADJ'), ('moment', 'NOUN'), ('everyone', 'PRON')]","['everytime', 'crack', 'joke', 'moment', 'everyone']","{'everytime': 'Neutral', 'crack': 'Neutral', 'joke': 'Neutral', 'moment': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix mai backhedi karta h motus😂😂😂,netflix mai backhedi karta h motus,Netflix May Bachakhedi Motes,"[('Netflix', 'PROPN'), ('May', 'PROPN'), ('Bachakhedi', 'PROPN'), ('Motes', 'PROPN')]",[],{},"['Netflix', 'May', 'Bachakhedi']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Season 2 ka  ayega iska?,season ka ayega iska,It will come for the season,"[('It', 'PRON'), ('will', 'AUX'), ('come', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('season', 'NOUN')]",['season'],{'season': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,You should add Anubhav bassi in tanmay reaction panel it will be funn❤❤❤❤❤❤,add anubhav basso tanmay reaction panel funn,Add anubhav basso tanmay reaction panel funn,"[('Add', 'VERB'), ('anubhav', 'NOUN'), ('basso', 'NOUN'), ('tanmay', 'VERB'), ('reaction', 'PROPN'), ('panel', 'PROPN'), ('funn', 'PROPN')]",['anubhav'],"{'anubhav': 'Neutral', 'basso': 'Neutral'}","['reaction', 'panel']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,patpadganj to mere gaam ko naam hai 😂😂😂,patpadganj mere gaam ko naam hai,Patparganj is the name of my gam,"[('Patparganj', 'PROPN'), ('is', 'AUX'), ('the', 'DET'), ('name', 'NOUN'), ('of', 'ADP'), ('my', 'PRON'), ('gam', 'NOUN')]",['name'],"{'name': 'Neutral', 'gam': 'Neutral'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Donna❤,donna,donna,"[('donna', 'NOUN')]",['donna'],{'donna': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,@gyaani2.0 bhai tumhara og gang to chori ho gaya,gyaani bhai tumhara og gang chori ho gaya,Gyani Bhai Your Vog Gang is stolen,"[('Gyani', 'PROPN'), ('Bhai', 'PROPN'), ('Your', 'PRON'), ('Vog', 'PROPN'), ('Gang', 'PROPN'), ('is', 'AUX'), ('stolen', 'VERB')]",[],{},"['Gyani', 'Vog']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Apart from your other reaction vidoes which we all obviously love/like, but this one is also good move given that people have watched it before and can relate it. Keep it up @Tanmay team. ",apart reaction vidoes obviously lovelike one also good move given people watched relate keep tanmay team,Apart reaction videos obvious love like one,"[('Apart', 'ADJ'), ('reaction', 'NOUN'), ('videos', 'NOUN'), ('obvious', 'ADJ'), ('love', 'NOUN'), ('like', 'ADP'), ('one', 'NUM')]","['reaction', 'love']","{'reaction': 'Neutral', 'videos': 'Neutral', 'love': 'Positive'}",[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Abhi Tak tu Dilli Wale sardar se Mila hai kisi din real sadar se milne chalne jana Punjab pta chal jayega sadar ji kyu bulate hai 😅,abhi tak tu dilli wale sardar se mila hai kisi din real sadar se milne chalne jana punjab pta chal jayega sadar ji kyu bulate hai,"So far, you have met the Delhi Sardar, someday, going to meet the real Sadar, Punjab will know why Sadar ji calls.","[('So', 'ADV'), ('far', 'ADV'), (',', 'PUNCT'), ('you', 'PRON'), ('have', 'AUX'), ('met', 'VERB'), ('the', 'DET'), ('Delhi', 'PROPN'), ('Sardar', 'PROPN'), (',', 'PUNCT'), ('someday', 'ADV'), (',', 'PUNCT'), ('going', 'VERB'), ('to', 'PART'), ('meet', 'VERB'), ('the', 'DET'), ('real', 'ADJ'), ('Sadar', 'PROPN'), (',', 'PUNCT'), ('Punjab', 'PROPN'), ('will', 'AUX'), ('know', 'VERB'), ('why', 'SCONJ'), ('Sadar', 'PROPN'), ('ji', 'PROPN'), ('calls', 'VERB'), ('.', 'PUNCT')]",[],{},"['Delhi', 'Sadar']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I wish they could get Ravi Kishan as well,wish could get ravi kishan well,Wish also get ravi kishan well,"[('Wish', 'PROPN'), ('also', 'ADV'), ('get', 'VERB'), ('ravi', 'NOUN'), ('kishan', 'VERB'), ('well', 'ADV')]",['ravi'],{'ravi': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,ye show bohot badhiya laga bohot sare curious cases 😂😂,ye show bohot badhiya laga bohot sare curious case,This show is very good,"[('This', 'DET'), ('show', 'NOUN'), ('is', 'AUX'), ('very', 'ADV'), ('good', 'ADJ')]",['show'],{'show': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,tanmay bought netflix too,tanmay bought netflix,tanmay boght netflix,"[('tanmay', 'VERB'), ('boght', 'PROPN'), ('netflix', 'PROPN')]",[],{},['boght']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,where's Nishant?,wheres nishant,Whats Nishant,"[('What', 'PRON'), ('s', 'VERB'), ('Nishant', 'ADJ')]",[],{},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"So unfunny, even Tanmay couldn't make it funny.",unfunny even tanmay couldnt make funny,Unfunny even tanmay couldnight make funny,"[('Unfunny', 'PROPN'), ('even', 'ADV'), ('tanmay', 'VERB'), ('couldnight', 'NOUN'), ('make', 'VERB'), ('funny', 'ADJ')]",['couldnight'],{'couldnight': 'Neutral'},['tanmay']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Piyush bhai kohra web series dekho sacred game bhool gye,piyush bhai kohra web series dekho sacred game bhool gye,Piyush Bhai Kohra Web Series Watch Sacred Games forgot,"[('Piyush', 'PROPN'), ('Bhai', 'PROPN'), ('Kohra', 'PROPN'), ('Web', 'PROPN'), ('Series', 'PROPN'), ('Watch', 'PROPN'), ('Sacred', 'PROPN'), ('Games', 'PROPN'), ('forgot', 'VERB')]",[],{},"['Piyush', 'Bhai', 'Kohra', 'Web', 'Series', 'Watch', 'Sacred']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Best new series in a while!,best new series,Best new series,"[('Best', 'ADJ'), ('new', 'ADJ'), ('series', 'NOUN')]",['series'],{'series': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,4:03 iska exam clear ho gya kya 😂,iska exam clear ho gya kya,Has its exam cleared,"[('Has', 'AUX'), ('its', 'PRON'), ('exam', 'NOUN'), ('cleared', 'VERB')]",['exam'],{'exam': 'Neutral'},[]
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,tanmay bhai i think you should be similarly consistent with both the channels🤣,tanmay bhai think similarly consistent channel,Tanmay Bhai Think Similarly Consistency Channel,"[('Tanmay', 'PROPN'), ('Bhai', 'PROPN'), ('Think', 'VERB'), ('Similarly', 'PROPN'), ('Consistency', 'PROPN'), ('Channel', 'PROPN')]",[],{},"['Tanmay', 'Similarly', 'Consistency']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,dekha dekha mast hai bohot usme tvf ki ek madam meri fav hai jo waqueel rehti hai she is my fav(nidhi bisht),dekha dekha mast hai bohot usme tvf ki ek madam meri fav hai jo waqueel rehti hai favnidhi bisht,"Dekh dekha hai hai bohot is a madam of tawaf in it, there is my father","[('Dekh', 'PROPN'), ('dekha', 'PROPN'), ('hai', 'PROPN'), ('hai', 'PROPN'), ('bohot', 'PROPN'), ('is', 'AUX'), ('a', 'DET'), ('madam', 'NOUN'), ('of', 'ADP'), ('tawaf', 'NOUN'), ('in', 'ADP'), ('it', 'PRON'), (',', 'PUNCT'), ('there', 'PRON'), ('is', 'VERB'), ('my', 'PRON'), ('father', 'NOUN')]","['madam', 'tawaf', 'father']","{'madam': 'Neutral', 'tawaf': 'Neutral', 'father': 'Neutral'}","['Dekh', 'dekha', 'hai', 'hai']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Looks like a nonsense movie. Could not tolerate the short clips also.,look like nonsense movie could tolerate short clip also,Look like Nonsense Movie Could Tolerate Short Clip also,"[('Look', 'VERB'), ('like', 'SCONJ'), ('Nonsense', 'PROPN'), ('Movie', 'PROPN'), ('Could', 'AUX'), ('Tolerate', 'VERB'), ('Short', 'PROPN'), ('Clip', 'PROPN'), ('also', 'ADV')]",[],{},"['Nonsense', 'Short']"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bhae bassi ko bulana tha Mazza ata,bhae basso ko bulana tha mazza ata,Bhaye Buso had to be called,"[('Bhaye', 'PROPN'), ('Buso', 'PROPN'), ('had', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('called', 'VERB')]",[],{},['Bhaye']
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,One of my favourite series. Finished in one go.,one favourite series finished one go,One favor series Finished One Go,"[('One', 'NUM'), ('favor', 'NOUN'), ('series', 'NOUN'), ('Finished', 'PROPN'), ('One', 'NUM'), ('Go', 'VERB')]","['favor', 'series']","{'favor': 'Neutral', 'series': 'Neutral'}",[]
